date,colorado_flu,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza,influenza a and b,cure the flu,remedies for flu,flu shots,dangerous fever,break a fever,2018 flu,how long is the flu contagious,medicine for the flu,treating flu,pneumonia,fever cough,flu and cold,flu lasts,braun thermoscan,flu symptoms,cure flu,cold vs. flu,how long flu,symptoms of flu,fever reducer,cold and flu,flu contagious period,flu children,incubation period for flu,colorado flu,reduce a fever,i have the flu,low body,treat the flu,flu treatment,do i have the flu,flu shot,flu shot walgreens,flu denver,incubation period for the flu,flu vs cold,flu and fever,flu care,flu vs. cold,human temperature,high fever,medicine for flu,cold vs flu,influenza type a,fight the flu,flu a symptoms,the flu virus,how to treat flu,reduce fever,type a influenza,influenza incubation period,thermoscan,normal body temperature,how to treat the flu,how long does the flu last,fever flu,stomach flu,how long does flu last,flu vaccine,flu cough,over the counter flu,contagious flu,flu report,symptoms,fever,signs of flu,normal body,flu or cold,get rid of the flu,is flu contagious,ear thermometer,flu fever,early flu symptoms,how long is flu contagious,treatment for flu,taking temperature,exposed to flu,flu contagious,bronchitis,get over the flu,stomach flu symptoms,symptoms of bronchitis,oscillococcinum,cold or flu,flu medicine,flu remedies,signs of the flu,treat flu,how to get rid of the flu,body temperature,target
2017-09,1.7366099999999998,14.0,0.0,14.0,14.0,0.0,23.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,59.0,37.0,24.0,0.0,5.0,12.0,1.0,0.0,5.0,22.0,2.0,12.0,2.0,0.0,0.0,11.0,2.0,0.0,70.0,6.0,12.0,0.0,1.0,0.0,2.0,0.0,7.0,16.0,13.0,0.0,18.0,60.0,24.0,7.0,0.0,0.0,26.0,30.0,0.0,15.0,0.0,7.0,7.0,26.0,7.0,3.0,8.0,41.0,7.0,11.0,6.0,3.0,16.0,0.0,68.0,15.0,0.0,49.0,0.0,0.0,5.0,6.0,23.0,0.0,9.0,10.0,4.0,8.0,23.0,72.0,3.0,2.0,3.0,0.0,6.0,17.0,6.0,6.0,3.0,0.0,73.0,1.57924
2017-10,1.57924,14.0,0.0,14.0,14.0,0.0,23.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,59.0,37.0,24.0,0.0,5.0,12.0,1.0,0.0,5.0,22.0,2.0,12.0,2.0,0.0,0.0,11.0,2.0,0.0,70.0,6.0,12.0,0.0,1.0,0.0,2.0,0.0,7.0,16.0,13.0,0.0,18.0,60.0,24.0,7.0,0.0,0.0,26.0,30.0,0.0,15.0,0.0,7.0,7.0,26.0,7.0,3.0,8.0,41.0,7.0,11.0,6.0,3.0,16.0,0.0,68.0,15.0,0.0,49.0,0.0,0.0,5.0,6.0,23.0,0.0,9.0,10.0,4.0,8.0,23.0,72.0,3.0,2.0,3.0,0.0,6.0,17.0,6.0,6.0,3.0,0.0,73.0,1.2087
2017-11,1.2087,14.0,0.0,14.0,14.0,0.0,23.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,59.0,37.0,24.0,0.0,5.0,12.0,1.0,0.0,5.0,22.0,2.0,12.0,2.0,0.0,0.0,11.0,2.0,0.0,70.0,6.0,12.0,0.0,1.0,0.0,2.0,0.0,7.0,16.0,13.0,0.0,18.0,60.0,24.0,7.0,0.0,0.0,26.0,30.0,0.0,15.0,0.0,7.0,7.0,26.0,7.0,3.0,8.0,41.0,7.0,11.0,6.0,3.0,16.0,0.0,68.0,15.0,0.0,49.0,0.0,0.0,5.0,6.0,23.0,0.0,9.0,10.0,4.0,8.0,23.0,72.0,3.0,2.0,3.0,0.0,6.0,17.0,6.0,6.0,3.0,0.0,73.0,1.84162
2017-12,1.84162,14.0,0.0,14.0,14.0,0.0,23.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,59.0,37.0,24.0,0.0,5.0,12.0,1.0,0.0,5.0,22.0,2.0,12.0,2.0,0.0,0.0,11.0,2.0,0.0,70.0,6.0,12.0,0.0,1.0,0.0,2.0,0.0,7.0,16.0,13.0,0.0,18.0,60.0,24.0,7.0,0.0,0.0,26.0,30.0,0.0,15.0,0.0,7.0,7.0,26.0,7.0,3.0,8.0,41.0,7.0,11.0,6.0,3.0,16.0,0.0,68.0,15.0,0.0,49.0,0.0,0.0,5.0,6.0,23.0,0.0,9.0,10.0,4.0,8.0,23.0,72.0,3.0,2.0,3.0,0.0,6.0,17.0,6.0,6.0,3.0,0.0,73.0,1.39035
2017-13,1.39035,14.0,0.0,14.0,14.0,0.0,23.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,59.0,37.0,24.0,0.0,5.0,12.0,1.0,0.0,5.0,22.0,2.0,12.0,2.0,0.0,0.0,11.0,2.0,0.0,70.0,6.0,12.0,0.0,1.0,0.0,2.0,0.0,7.0,16.0,13.0,0.0,18.0,60.0,24.0,7.0,0.0,0.0,26.0,30.0,0.0,15.0,0.0,7.0,7.0,26.0,7.0,3.0,8.0,41.0,7.0,11.0,6.0,3.0,16.0,0.0,68.0,15.0,0.0,49.0,0.0,0.0,5.0,6.0,23.0,0.0,9.0,10.0,4.0,8.0,23.0,72.0,3.0,2.0,3.0,0.0,6.0,17.0,6.0,6.0,3.0,0.0,73.0,1.49502
2017-14,1.49502,10.0,0.0,14.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,49.0,17.0,10.0,0.0,0.0,8.0,1.0,0.0,2.0,12.0,2.0,5.0,0.0,2.0,2.0,5.0,0.0,6.0,47.0,12.0,6.0,1.0,1.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,24.0,15.0,6.0,0.0,0.0,7.0,20.0,15.0,0.0,30.0,0.0,7.0,7.0,15.0,0.0,2.0,8.0,23.0,2.0,11.0,0.0,3.0,9.0,0.0,60.0,14.0,0.0,39.0,0.0,5.0,5.0,12.0,23.0,0.0,6.0,0.0,4.0,0.0,13.0,57.0,0.0,2.0,3.0,11.0,17.0,14.0,0.0,3.0,0.0,3.0,32.0,0.9698559999999999
2017-15,0.9698559999999999,10.0,0.0,14.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,49.0,17.0,10.0,0.0,0.0,8.0,1.0,0.0,2.0,12.0,2.0,5.0,0.0,2.0,2.0,5.0,0.0,6.0,47.0,12.0,6.0,1.0,1.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,24.0,15.0,6.0,0.0,0.0,7.0,20.0,15.0,0.0,30.0,0.0,7.0,7.0,15.0,0.0,2.0,8.0,23.0,2.0,11.0,0.0,3.0,9.0,0.0,60.0,14.0,0.0,39.0,0.0,5.0,5.0,12.0,23.0,0.0,6.0,0.0,4.0,0.0,13.0,57.0,0.0,2.0,3.0,11.0,17.0,14.0,0.0,3.0,0.0,3.0,32.0,1.13247
2017-16,1.13247,10.0,0.0,14.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,49.0,17.0,10.0,0.0,0.0,8.0,1.0,0.0,2.0,12.0,2.0,5.0,0.0,2.0,2.0,5.0,0.0,6.0,47.0,12.0,6.0,1.0,1.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,24.0,15.0,6.0,0.0,0.0,7.0,20.0,15.0,0.0,30.0,0.0,7.0,7.0,15.0,0.0,2.0,8.0,23.0,2.0,11.0,0.0,3.0,9.0,0.0,60.0,14.0,0.0,39.0,0.0,5.0,5.0,12.0,23.0,0.0,6.0,0.0,4.0,0.0,13.0,57.0,0.0,2.0,3.0,11.0,17.0,14.0,0.0,3.0,0.0,3.0,32.0,1.37306
2017-17,1.37306,10.0,0.0,14.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,49.0,17.0,10.0,0.0,0.0,8.0,1.0,0.0,2.0,12.0,2.0,5.0,0.0,2.0,2.0,5.0,0.0,6.0,47.0,12.0,6.0,1.0,1.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,24.0,15.0,6.0,0.0,0.0,7.0,20.0,15.0,0.0,30.0,0.0,7.0,7.0,15.0,0.0,2.0,8.0,23.0,2.0,11.0,0.0,3.0,9.0,0.0,60.0,14.0,0.0,39.0,0.0,5.0,5.0,12.0,23.0,0.0,6.0,0.0,4.0,0.0,13.0,57.0,0.0,2.0,3.0,11.0,17.0,14.0,0.0,3.0,0.0,3.0,32.0,1.33562
2017-18,1.33562,10.0,0.0,14.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,49.0,17.0,10.0,0.0,0.0,8.0,1.0,0.0,2.0,12.0,2.0,5.0,0.0,2.0,2.0,5.0,0.0,6.0,47.0,12.0,6.0,1.0,1.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,24.0,15.0,6.0,0.0,0.0,7.0,20.0,15.0,0.0,30.0,0.0,7.0,7.0,15.0,0.0,2.0,8.0,23.0,2.0,11.0,0.0,3.0,9.0,0.0,60.0,14.0,0.0,39.0,0.0,5.0,5.0,12.0,23.0,0.0,6.0,0.0,4.0,0.0,13.0,57.0,0.0,2.0,3.0,11.0,17.0,14.0,0.0,3.0,0.0,3.0,32.0,0.626021
2017-19,0.626021,7.0,0.0,0.0,15.0,0.0,6.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,34.0,13.0,16.0,0.0,5.0,5.0,0.0,0.0,1.0,11.0,3.0,8.0,0.0,0.0,0.0,8.0,0.0,6.0,56.0,0.0,12.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,19.0,57.0,6.0,0.0,7.0,0.0,0.0,16.0,16.0,0.0,16.0,0.0,8.0,16.0,0.0,0.0,0.0,24.0,0.0,5.0,3.0,3.0,3.0,0.0,64.0,14.0,0.0,26.0,10.0,0.0,5.0,6.0,12.0,0.0,6.0,0.0,4.0,0.0,4.0,31.0,0.0,2.0,3.0,0.0,12.0,6.0,18.0,0.0,0.0,0.0,46.0,1.13869
2017-20,1.13869,7.0,0.0,0.0,15.0,0.0,6.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,34.0,13.0,16.0,0.0,5.0,5.0,0.0,0.0,1.0,11.0,3.0,8.0,0.0,0.0,0.0,8.0,0.0,6.0,56.0,0.0,12.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,19.0,57.0,6.0,0.0,7.0,0.0,0.0,16.0,16.0,0.0,16.0,0.0,8.0,16.0,0.0,0.0,0.0,24.0,0.0,5.0,3.0,3.0,3.0,0.0,64.0,14.0,0.0,26.0,10.0,0.0,5.0,6.0,12.0,0.0,6.0,0.0,4.0,0.0,4.0,31.0,0.0,2.0,3.0,0.0,12.0,6.0,18.0,0.0,0.0,0.0,46.0,1.41981
2017-21,1.41981,7.0,0.0,0.0,15.0,0.0,6.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,34.0,13.0,16.0,0.0,5.0,5.0,0.0,0.0,1.0,11.0,3.0,8.0,0.0,0.0,0.0,8.0,0.0,6.0,56.0,0.0,12.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,19.0,57.0,6.0,0.0,7.0,0.0,0.0,16.0,16.0,0.0,16.0,0.0,8.0,16.0,0.0,0.0,0.0,24.0,0.0,5.0,3.0,3.0,3.0,0.0,64.0,14.0,0.0,26.0,10.0,0.0,5.0,6.0,12.0,0.0,6.0,0.0,4.0,0.0,4.0,31.0,0.0,2.0,3.0,0.0,12.0,6.0,18.0,0.0,0.0,0.0,46.0,0.746269
2017-22,0.746269,7.0,0.0,0.0,15.0,0.0,6.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,34.0,13.0,16.0,0.0,5.0,5.0,0.0,0.0,1.0,11.0,3.0,8.0,0.0,0.0,0.0,8.0,0.0,6.0,56.0,0.0,12.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,19.0,57.0,6.0,0.0,7.0,0.0,0.0,16.0,16.0,0.0,16.0,0.0,8.0,16.0,0.0,0.0,0.0,24.0,0.0,5.0,3.0,3.0,3.0,0.0,64.0,14.0,0.0,26.0,10.0,0.0,5.0,6.0,12.0,0.0,6.0,0.0,4.0,0.0,4.0,31.0,0.0,2.0,3.0,0.0,12.0,6.0,18.0,0.0,0.0,0.0,46.0,0.49476099999999995
2017-23,0.49476099999999995,6.0,14.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,39.0,10.0,8.0,0.0,13.0,4.0,0.0,0.0,2.0,5.0,2.0,4.0,0.0,2.0,0.0,5.0,0.0,0.0,37.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,19.0,44.0,6.0,0.0,0.0,0.0,0.0,0.0,47.0,23.0,0.0,0.0,12.0,27.0,8.0,2.0,2.0,14.0,2.0,4.0,3.0,6.0,3.0,0.0,71.0,12.0,0.0,15.0,0.0,0.0,5.0,12.0,6.0,0.0,6.0,4.0,4.0,4.0,4.0,32.0,2.0,2.0,2.0,9.0,0.0,6.0,6.0,0.0,6.0,0.0,30.0,0.0001
2017-24,0.0001,6.0,14.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,39.0,10.0,8.0,0.0,13.0,4.0,0.0,0.0,2.0,5.0,2.0,4.0,0.0,2.0,0.0,5.0,0.0,0.0,37.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,19.0,44.0,6.0,0.0,0.0,0.0,0.0,0.0,47.0,23.0,0.0,0.0,12.0,27.0,8.0,2.0,2.0,14.0,2.0,4.0,3.0,6.0,3.0,0.0,71.0,12.0,0.0,15.0,0.0,0.0,5.0,12.0,6.0,0.0,6.0,4.0,4.0,4.0,4.0,32.0,2.0,2.0,2.0,9.0,0.0,6.0,6.0,0.0,6.0,0.0,30.0,0.737191
2017-25,0.737191,6.0,14.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,39.0,10.0,8.0,0.0,13.0,4.0,0.0,0.0,2.0,5.0,2.0,4.0,0.0,2.0,0.0,5.0,0.0,0.0,37.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,19.0,44.0,6.0,0.0,0.0,0.0,0.0,0.0,47.0,23.0,0.0,0.0,12.0,27.0,8.0,2.0,2.0,14.0,2.0,4.0,3.0,6.0,3.0,0.0,71.0,12.0,0.0,15.0,0.0,0.0,5.0,12.0,6.0,0.0,6.0,4.0,4.0,4.0,4.0,32.0,2.0,2.0,2.0,9.0,0.0,6.0,6.0,0.0,6.0,0.0,30.0,0.455927
2017-26,0.455927,6.0,14.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,39.0,10.0,8.0,0.0,13.0,4.0,0.0,0.0,2.0,5.0,2.0,4.0,0.0,2.0,0.0,5.0,0.0,0.0,37.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,19.0,44.0,6.0,0.0,0.0,0.0,0.0,0.0,47.0,23.0,0.0,0.0,12.0,27.0,8.0,2.0,2.0,14.0,2.0,4.0,3.0,6.0,3.0,0.0,71.0,12.0,0.0,15.0,0.0,0.0,5.0,12.0,6.0,0.0,6.0,4.0,4.0,4.0,4.0,32.0,2.0,2.0,2.0,9.0,0.0,6.0,6.0,0.0,6.0,0.0,30.0,0.403587
2017-27,0.403587,9.0,0.0,0.0,13.0,0.0,6.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,38.0,9.0,7.0,0.0,9.0,7.0,0.0,0.0,2.0,7.0,2.0,3.0,2.0,0.0,0.0,7.0,0.0,6.0,28.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,6.0,0.0,19.0,0.0,20.0,26.0,9.0,6.0,0.0,0.0,6.0,14.0,0.0,0.0,0.0,7.0,14.0,18.0,0.0,0.0,3.0,22.0,3.0,10.0,3.0,0.0,4.0,0.0,64.0,13.0,0.0,33.0,9.0,0.0,0.0,6.0,14.0,6.0,0.0,4.0,8.0,0.0,6.0,29.0,0.0,3.0,3.0,0.0,11.0,33.0,5.0,0.0,0.0,0.0,47.0,0.43103400000000003
2017-28,0.43103400000000003,9.0,0.0,0.0,13.0,0.0,6.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,38.0,9.0,7.0,0.0,9.0,7.0,0.0,0.0,2.0,7.0,2.0,3.0,2.0,0.0,0.0,7.0,0.0,6.0,28.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,6.0,0.0,19.0,0.0,20.0,26.0,9.0,6.0,0.0,0.0,6.0,14.0,0.0,0.0,0.0,7.0,14.0,18.0,0.0,0.0,3.0,22.0,3.0,10.0,3.0,0.0,4.0,0.0,64.0,13.0,0.0,33.0,9.0,0.0,0.0,6.0,14.0,6.0,0.0,4.0,8.0,0.0,6.0,29.0,0.0,3.0,3.0,0.0,11.0,33.0,5.0,0.0,0.0,0.0,47.0,0.21631599999999998
2017-29,0.21631599999999998,9.0,0.0,0.0,13.0,0.0,6.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,38.0,9.0,7.0,0.0,9.0,7.0,0.0,0.0,2.0,7.0,2.0,3.0,2.0,0.0,0.0,7.0,0.0,6.0,28.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,6.0,0.0,19.0,0.0,20.0,26.0,9.0,6.0,0.0,0.0,6.0,14.0,0.0,0.0,0.0,7.0,14.0,18.0,0.0,0.0,3.0,22.0,3.0,10.0,3.0,0.0,4.0,0.0,64.0,13.0,0.0,33.0,9.0,0.0,0.0,6.0,14.0,6.0,0.0,4.0,8.0,0.0,6.0,29.0,0.0,3.0,3.0,0.0,11.0,33.0,5.0,0.0,0.0,0.0,47.0,0.164258
2017-30,0.164258,9.0,0.0,0.0,13.0,0.0,6.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,38.0,9.0,7.0,0.0,9.0,7.0,0.0,0.0,2.0,7.0,2.0,3.0,2.0,0.0,0.0,7.0,0.0,6.0,28.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,6.0,0.0,19.0,0.0,20.0,26.0,9.0,6.0,0.0,0.0,6.0,14.0,0.0,0.0,0.0,7.0,14.0,18.0,0.0,0.0,3.0,22.0,3.0,10.0,3.0,0.0,4.0,0.0,64.0,13.0,0.0,33.0,9.0,0.0,0.0,6.0,14.0,6.0,0.0,4.0,8.0,0.0,6.0,29.0,0.0,3.0,3.0,0.0,11.0,33.0,5.0,0.0,0.0,0.0,47.0,0.44407399999999997
2017-31,0.44407399999999997,9.0,0.0,0.0,13.0,0.0,6.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,38.0,9.0,7.0,0.0,9.0,7.0,0.0,0.0,2.0,7.0,2.0,3.0,2.0,0.0,0.0,7.0,0.0,6.0,28.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,6.0,0.0,19.0,0.0,20.0,26.0,9.0,6.0,0.0,0.0,6.0,14.0,0.0,0.0,0.0,7.0,14.0,18.0,0.0,0.0,3.0,22.0,3.0,10.0,3.0,0.0,4.0,0.0,64.0,13.0,0.0,33.0,9.0,0.0,0.0,6.0,14.0,6.0,0.0,4.0,8.0,0.0,6.0,29.0,0.0,3.0,3.0,0.0,11.0,33.0,5.0,0.0,0.0,0.0,47.0,0.529838
2017-32,0.529838,20.0,0.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,18.0,0.0,1.0,1.0,1.0,1.0,0.0,48.0,17.0,36.0,0.0,10.0,9.0,0.0,0.0,2.0,8.0,5.0,18.0,0.0,0.0,0.0,17.0,0.0,9.0,63.0,6.0,0.0,1.0,27.0,1.0,2.0,0.0,6.0,0.0,6.0,0.0,17.0,32.0,6.0,6.0,0.0,0.0,26.0,15.0,15.0,15.0,0.0,0.0,7.0,11.0,0.0,0.0,5.0,16.0,0.0,31.0,3.0,0.0,0.0,0.0,65.0,16.0,0.0,38.0,5.0,0.0,0.0,11.0,20.0,0.0,0.0,0.0,8.0,4.0,0.0,42.0,0.0,1.0,2.0,8.0,6.0,14.0,8.0,0.0,3.0,3.0,45.0,0.449371
2017-33,0.449371,20.0,0.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,18.0,0.0,1.0,1.0,1.0,1.0,0.0,48.0,17.0,36.0,0.0,10.0,9.0,0.0,0.0,2.0,8.0,5.0,18.0,0.0,0.0,0.0,17.0,0.0,9.0,63.0,6.0,0.0,1.0,27.0,1.0,2.0,0.0,6.0,0.0,6.0,0.0,17.0,32.0,6.0,6.0,0.0,0.0,26.0,15.0,15.0,15.0,0.0,0.0,7.0,11.0,0.0,0.0,5.0,16.0,0.0,31.0,3.0,0.0,0.0,0.0,65.0,16.0,0.0,38.0,5.0,0.0,0.0,11.0,20.0,0.0,0.0,0.0,8.0,4.0,0.0,42.0,0.0,1.0,2.0,8.0,6.0,14.0,8.0,0.0,3.0,3.0,45.0,0.6158359999999999
2017-34,0.6158359999999999,20.0,0.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,18.0,0.0,1.0,1.0,1.0,1.0,0.0,48.0,17.0,36.0,0.0,10.0,9.0,0.0,0.0,2.0,8.0,5.0,18.0,0.0,0.0,0.0,17.0,0.0,9.0,63.0,6.0,0.0,1.0,27.0,1.0,2.0,0.0,6.0,0.0,6.0,0.0,17.0,32.0,6.0,6.0,0.0,0.0,26.0,15.0,15.0,15.0,0.0,0.0,7.0,11.0,0.0,0.0,5.0,16.0,0.0,31.0,3.0,0.0,0.0,0.0,65.0,16.0,0.0,38.0,5.0,0.0,0.0,11.0,20.0,0.0,0.0,0.0,8.0,4.0,0.0,42.0,0.0,1.0,2.0,8.0,6.0,14.0,8.0,0.0,3.0,3.0,45.0,1.0475700000000001
2017-35,1.0475700000000001,20.0,0.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,18.0,0.0,1.0,1.0,1.0,1.0,0.0,48.0,17.0,36.0,0.0,10.0,9.0,0.0,0.0,2.0,8.0,5.0,18.0,0.0,0.0,0.0,17.0,0.0,9.0,63.0,6.0,0.0,1.0,27.0,1.0,2.0,0.0,6.0,0.0,6.0,0.0,17.0,32.0,6.0,6.0,0.0,0.0,26.0,15.0,15.0,15.0,0.0,0.0,7.0,11.0,0.0,0.0,5.0,16.0,0.0,31.0,3.0,0.0,0.0,0.0,65.0,16.0,0.0,38.0,5.0,0.0,0.0,11.0,20.0,0.0,0.0,0.0,8.0,4.0,0.0,42.0,0.0,1.0,2.0,8.0,6.0,14.0,8.0,0.0,3.0,3.0,45.0,1.19166
2017-36,1.19166,33.0,13.0,13.0,40.0,0.0,14.0,0.0,1.0,1.0,34.0,0.0,1.0,1.0,0.0,1.0,0.0,57.0,33.0,19.0,0.0,7.0,14.0,0.0,0.0,5.0,15.0,8.0,9.0,0.0,4.0,0.0,30.0,0.0,11.0,60.0,0.0,17.0,0.0,61.0,5.0,2.0,0.0,13.0,0.0,25.0,0.0,41.0,38.0,6.0,13.0,0.0,0.0,29.0,22.0,29.0,22.0,0.0,0.0,7.0,18.0,0.0,3.0,11.0,40.0,5.0,61.0,7.0,0.0,7.0,0.0,67.0,12.0,0.0,38.0,14.0,5.0,5.0,8.0,25.0,0.0,0.0,12.0,4.0,4.0,10.0,57.0,1.0,4.0,2.0,8.0,11.0,30.0,11.0,0.0,3.0,3.0,74.0,0.330311
2017-37,0.330311,33.0,13.0,13.0,40.0,0.0,14.0,0.0,1.0,1.0,34.0,0.0,1.0,1.0,0.0,1.0,0.0,57.0,33.0,19.0,0.0,7.0,14.0,0.0,0.0,5.0,15.0,8.0,9.0,0.0,4.0,0.0,30.0,0.0,11.0,60.0,0.0,17.0,0.0,61.0,5.0,2.0,0.0,13.0,0.0,25.0,0.0,41.0,38.0,6.0,13.0,0.0,0.0,29.0,22.0,29.0,22.0,0.0,0.0,7.0,18.0,0.0,3.0,11.0,40.0,5.0,61.0,7.0,0.0,7.0,0.0,67.0,12.0,0.0,38.0,14.0,5.0,5.0,8.0,25.0,0.0,0.0,12.0,4.0,4.0,10.0,57.0,1.0,4.0,2.0,8.0,11.0,30.0,11.0,0.0,3.0,3.0,74.0,0.438989
2017-38,0.438989,33.0,13.0,13.0,40.0,0.0,14.0,0.0,1.0,1.0,34.0,0.0,1.0,1.0,0.0,1.0,0.0,57.0,33.0,19.0,0.0,7.0,14.0,0.0,0.0,5.0,15.0,8.0,9.0,0.0,4.0,0.0,30.0,0.0,11.0,60.0,0.0,17.0,0.0,61.0,5.0,2.0,0.0,13.0,0.0,25.0,0.0,41.0,38.0,6.0,13.0,0.0,0.0,29.0,22.0,29.0,22.0,0.0,0.0,7.0,18.0,0.0,3.0,11.0,40.0,5.0,61.0,7.0,0.0,7.0,0.0,67.0,12.0,0.0,38.0,14.0,5.0,5.0,8.0,25.0,0.0,0.0,12.0,4.0,4.0,10.0,57.0,1.0,4.0,2.0,8.0,11.0,30.0,11.0,0.0,3.0,3.0,74.0,0.4424270000000001
2017-39,0.4424270000000001,33.0,13.0,13.0,40.0,0.0,14.0,0.0,1.0,1.0,34.0,0.0,1.0,1.0,0.0,1.0,0.0,57.0,33.0,19.0,0.0,7.0,14.0,0.0,0.0,5.0,15.0,8.0,9.0,0.0,4.0,0.0,30.0,0.0,11.0,60.0,0.0,17.0,0.0,61.0,5.0,2.0,0.0,13.0,0.0,25.0,0.0,41.0,38.0,6.0,13.0,0.0,0.0,29.0,22.0,29.0,22.0,0.0,0.0,7.0,18.0,0.0,3.0,11.0,40.0,5.0,61.0,7.0,0.0,7.0,0.0,67.0,12.0,0.0,38.0,14.0,5.0,5.0,8.0,25.0,0.0,0.0,12.0,4.0,4.0,10.0,57.0,1.0,4.0,2.0,8.0,11.0,30.0,11.0,0.0,3.0,3.0,74.0,0.561578
2017-40,0.561578,29.0,0.0,27.0,14.0,0.0,23.0,1.0,0.0,3.0,18.0,2.0,2.0,1.0,2.0,1.0,1.0,62.0,39.0,51.0,0.0,5.0,20.0,1.0,0.0,7.0,8.0,5.0,25.0,0.0,4.0,2.0,13.0,2.0,12.0,47.0,0.0,9.0,1.0,30.0,3.0,2.0,0.0,29.0,13.0,29.0,0.0,15.0,59.0,6.0,29.0,7.0,0.0,23.0,15.0,15.0,30.0,15.0,0.0,0.0,15.0,11.0,5.0,15.0,64.0,7.0,31.0,10.0,0.0,17.0,0.0,65.0,16.0,0.0,29.0,5.0,0.0,15.0,14.0,46.0,9.0,11.0,4.0,4.0,4.0,25.0,65.0,0.0,5.0,3.0,11.0,8.0,34.0,17.0,3.0,6.0,3.0,49.0,0.6180899999999999
