date,new_jersey_flu,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza a and b,cure the flu,remedies for flu,flu season,dangerous fever,break a fever,flu versus cold,how long is the flu contagious,treating flu,nj flu,pneumonia,flu how long,flu and cold,flu lasts,braun thermoscan,the flu,flu in nj,cure flu,cold vs. flu,how long flu,symptoms of flu,fever reducer,cold and flu,flu contagious period,flu children,incubation period for flu,reduce a fever,how long contagious,low body,treat the flu,flu treatment,is the flu contagious,flu shot,flu 2018,cold versus flu,incubation period for the flu,flu and fever,flu care,flu headache,flu vs. cold,high fever,medicine for flu,flu treatments,cold vs flu,fight the flu,influenza symptoms,the flu virus,how to treat flu,type a influenza,influenza incubation period,thermoscan,normal body temperature,flu virus,how long does the flu last,cold,fever flu,how long does flu last,swine flu,flu vaccine,flu cough,contagious flu,what to do if you have the flu,flu report,fever,over the counter flu medicine,the flu symptoms,normal body,flu or cold,is flu contagious,flu germs,ear thermometer,flu fever,how long is flu contagious,symptoms of the flu,tamiflu,treatment for flu,exposed to flu,flu contagious,flu length,bronchitis,symptoms of bronchitis,what is the flu,oscillococcinum,cold or flu,flu remedies,flu shot side effects,flu complications,signs of the flu,how to get rid of the flu,body temperature,target_1,target_2,target_4,target_8
2013-06,4.45368,9.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,5.0,45.0,4.0,1.0,0.0,0.0,7.0,2.0,2.0,0.0,6.0,13.0,3.0,3.0,0.0,6.0,3.0,3.0,19.0,56.0,6.0,9.0,6.0,3.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,49.0,0.0,0.0,6.0,11.0,22.0,32.0,0.0,0.0,0.0,17.0,51.0,0.0,0.0,49.0,1.0,6.0,3.0,3.0,6.0,0.0,0.0,0.0,67.0,0.0,16.0,18.0,0.0,0.0,0.0,3.0,12.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,39.0,12.0,14.0,5.0,0.0,6.0,6.0,6.0,6.0,0.0,45.0,4.79113,3.44288,3.74782,2.25873
2013-07,4.79113,9.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,5.0,45.0,4.0,1.0,0.0,0.0,7.0,2.0,2.0,0.0,6.0,13.0,3.0,3.0,0.0,6.0,3.0,3.0,19.0,56.0,6.0,9.0,6.0,3.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,49.0,0.0,0.0,6.0,11.0,22.0,32.0,0.0,0.0,0.0,17.0,51.0,0.0,0.0,49.0,1.0,6.0,3.0,3.0,6.0,0.0,0.0,0.0,67.0,0.0,16.0,18.0,0.0,0.0,0.0,3.0,12.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,39.0,12.0,14.0,5.0,0.0,6.0,6.0,6.0,6.0,0.0,45.0,3.44288,2.78825,3.21132,1.8645900000000002
2013-08,3.44288,9.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,5.0,45.0,4.0,1.0,0.0,0.0,7.0,2.0,2.0,0.0,6.0,13.0,3.0,3.0,0.0,6.0,3.0,3.0,19.0,56.0,6.0,9.0,6.0,3.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,49.0,0.0,0.0,6.0,11.0,22.0,32.0,0.0,0.0,0.0,17.0,51.0,0.0,0.0,49.0,1.0,6.0,3.0,3.0,6.0,0.0,0.0,0.0,67.0,0.0,16.0,18.0,0.0,0.0,0.0,3.0,12.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,39.0,12.0,14.0,5.0,0.0,6.0,6.0,6.0,6.0,0.0,45.0,2.78825,3.74782,2.8529299999999997,0.997195
2013-09,2.78825,9.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,5.0,45.0,4.0,1.0,0.0,0.0,7.0,2.0,2.0,0.0,6.0,13.0,3.0,3.0,0.0,6.0,3.0,3.0,19.0,56.0,6.0,9.0,6.0,3.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,49.0,0.0,0.0,6.0,11.0,22.0,32.0,0.0,0.0,0.0,17.0,51.0,0.0,0.0,49.0,1.0,6.0,3.0,3.0,6.0,0.0,0.0,0.0,67.0,0.0,16.0,18.0,0.0,0.0,0.0,3.0,12.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,39.0,12.0,14.0,5.0,0.0,6.0,6.0,6.0,6.0,0.0,45.0,3.74782,3.21132,2.76671,1.6389799999999999
2013-10,3.74782,9.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,5.0,45.0,4.0,1.0,0.0,0.0,7.0,2.0,2.0,0.0,6.0,13.0,3.0,3.0,0.0,6.0,3.0,3.0,19.0,56.0,6.0,9.0,6.0,3.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,49.0,0.0,0.0,6.0,11.0,22.0,32.0,0.0,0.0,0.0,17.0,51.0,0.0,0.0,49.0,1.0,6.0,3.0,3.0,6.0,0.0,0.0,0.0,67.0,0.0,16.0,18.0,0.0,0.0,0.0,3.0,12.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,39.0,12.0,14.0,5.0,0.0,6.0,6.0,6.0,6.0,0.0,45.0,3.21132,2.8529299999999997,2.25873,1.83739
2013-11,3.21132,9.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,5.0,45.0,4.0,1.0,0.0,0.0,7.0,2.0,2.0,0.0,6.0,13.0,3.0,3.0,0.0,6.0,3.0,3.0,19.0,56.0,6.0,9.0,6.0,3.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,49.0,0.0,0.0,6.0,11.0,22.0,32.0,0.0,0.0,0.0,17.0,51.0,0.0,0.0,49.0,1.0,6.0,3.0,3.0,6.0,0.0,0.0,0.0,67.0,0.0,16.0,18.0,0.0,0.0,0.0,3.0,12.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,39.0,12.0,14.0,5.0,0.0,6.0,6.0,6.0,6.0,0.0,45.0,2.8529299999999997,2.76671,1.8645900000000002,1.4581899999999999
2013-12,2.8529299999999997,9.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,5.0,45.0,4.0,1.0,0.0,0.0,7.0,2.0,2.0,0.0,6.0,13.0,3.0,3.0,0.0,6.0,3.0,3.0,19.0,56.0,6.0,9.0,6.0,3.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,49.0,0.0,0.0,6.0,11.0,22.0,32.0,0.0,0.0,0.0,17.0,51.0,0.0,0.0,49.0,1.0,6.0,3.0,3.0,6.0,0.0,0.0,0.0,67.0,0.0,16.0,18.0,0.0,0.0,0.0,3.0,12.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,39.0,12.0,14.0,5.0,0.0,6.0,6.0,6.0,6.0,0.0,45.0,2.76671,2.25873,0.997195,1.8075400000000001
2013-13,2.76671,9.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,5.0,45.0,4.0,1.0,0.0,0.0,7.0,2.0,2.0,0.0,6.0,13.0,3.0,3.0,0.0,6.0,3.0,3.0,19.0,56.0,6.0,9.0,6.0,3.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,49.0,0.0,0.0,6.0,11.0,22.0,32.0,0.0,0.0,0.0,17.0,51.0,0.0,0.0,49.0,1.0,6.0,3.0,3.0,6.0,0.0,0.0,0.0,67.0,0.0,16.0,18.0,0.0,0.0,0.0,3.0,12.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,39.0,12.0,14.0,5.0,0.0,6.0,6.0,6.0,6.0,0.0,45.0,2.25873,1.8645900000000002,1.6389799999999999,1.56784
2013-14,2.25873,9.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,5.0,45.0,4.0,1.0,0.0,0.0,7.0,2.0,2.0,0.0,6.0,13.0,3.0,3.0,0.0,6.0,3.0,3.0,19.0,56.0,6.0,9.0,6.0,3.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,49.0,0.0,0.0,6.0,11.0,22.0,32.0,0.0,0.0,0.0,17.0,51.0,0.0,0.0,49.0,1.0,6.0,3.0,3.0,6.0,0.0,0.0,0.0,67.0,0.0,16.0,18.0,0.0,0.0,0.0,3.0,12.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,39.0,12.0,14.0,5.0,0.0,6.0,6.0,6.0,6.0,0.0,45.0,1.8645900000000002,0.997195,1.83739,1.52316
2013-15,1.8645900000000002,4.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,0.0,0.0,0.0,0.0,2.0,38.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,9.0,2.0,5.0,0.0,3.0,0.0,3.0,16.0,40.0,6.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,24.0,5.0,0.0,5.0,10.0,15.0,20.0,0.0,0.0,0.0,0.0,63.0,1.0,0.0,48.0,0.0,1.0,3.0,6.0,3.0,1.0,0.0,0.0,54.0,0.0,9.0,18.0,0.0,3.0,0.0,5.0,6.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,38.0,9.0,13.0,4.0,0.0,6.0,0.0,0.0,0.0,3.0,50.0,0.997195,1.6389799999999999,1.4581899999999999,1.33617
2013-16,0.997195,4.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,0.0,0.0,0.0,0.0,2.0,38.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,9.0,2.0,5.0,0.0,3.0,0.0,3.0,16.0,40.0,6.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,24.0,5.0,0.0,5.0,10.0,15.0,20.0,0.0,0.0,0.0,0.0,63.0,1.0,0.0,48.0,0.0,1.0,3.0,6.0,3.0,1.0,0.0,0.0,54.0,0.0,9.0,18.0,0.0,3.0,0.0,5.0,6.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,38.0,9.0,13.0,4.0,0.0,6.0,0.0,0.0,0.0,3.0,50.0,1.6389799999999999,1.83739,1.8075400000000001,1.47947
2013-17,1.6389799999999999,4.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,0.0,0.0,0.0,0.0,2.0,38.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,9.0,2.0,5.0,0.0,3.0,0.0,3.0,16.0,40.0,6.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,24.0,5.0,0.0,5.0,10.0,15.0,20.0,0.0,0.0,0.0,0.0,63.0,1.0,0.0,48.0,0.0,1.0,3.0,6.0,3.0,1.0,0.0,0.0,54.0,0.0,9.0,18.0,0.0,3.0,0.0,5.0,6.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,38.0,9.0,13.0,4.0,0.0,6.0,0.0,0.0,0.0,3.0,50.0,1.83739,1.4581899999999999,1.56784,1.7500799999999999
2013-18,1.83739,4.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,0.0,0.0,0.0,0.0,2.0,38.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,9.0,2.0,5.0,0.0,3.0,0.0,3.0,16.0,40.0,6.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,24.0,5.0,0.0,5.0,10.0,15.0,20.0,0.0,0.0,0.0,0.0,63.0,1.0,0.0,48.0,0.0,1.0,3.0,6.0,3.0,1.0,0.0,0.0,54.0,0.0,9.0,18.0,0.0,3.0,0.0,5.0,6.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,38.0,9.0,13.0,4.0,0.0,6.0,0.0,0.0,0.0,3.0,50.0,1.4581899999999999,1.8075400000000001,1.52316,1.7208400000000001
2013-19,1.4581899999999999,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,36.0,12.0,0.0,0.0,0.0,1.0,30.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,3.0,2.0,2.0,0.0,3.0,0.0,0.0,10.0,50.0,6.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,6.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,47.0,0.0,1.0,4.0,1.0,3.0,0.0,0.0,0.0,49.0,0.0,2.0,22.0,2.0,0.0,0.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,31.0,11.0,4.0,4.0,4.0,6.0,0.0,0.0,0.0,0.0,31.0,1.8075400000000001,1.56784,1.33617,0.11061900000000001
2013-20,1.8075400000000001,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,36.0,12.0,0.0,0.0,0.0,1.0,30.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,3.0,2.0,2.0,0.0,3.0,0.0,0.0,10.0,50.0,6.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,6.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,47.0,0.0,1.0,4.0,1.0,3.0,0.0,0.0,0.0,49.0,0.0,2.0,22.0,2.0,0.0,0.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,31.0,11.0,4.0,4.0,4.0,6.0,0.0,0.0,0.0,0.0,31.0,1.56784,1.52316,1.47947,1.21655
2013-21,1.56784,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,36.0,12.0,0.0,0.0,0.0,1.0,30.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,3.0,2.0,2.0,0.0,3.0,0.0,0.0,10.0,50.0,6.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,6.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,47.0,0.0,1.0,4.0,1.0,3.0,0.0,0.0,0.0,49.0,0.0,2.0,22.0,2.0,0.0,0.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,31.0,11.0,4.0,4.0,4.0,6.0,0.0,0.0,0.0,0.0,31.0,1.52316,1.33617,1.7500799999999999,1.24601
2013-22,1.52316,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,36.0,12.0,0.0,0.0,0.0,1.0,30.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,3.0,2.0,2.0,0.0,3.0,0.0,0.0,10.0,50.0,6.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,6.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,47.0,0.0,1.0,4.0,1.0,3.0,0.0,0.0,0.0,49.0,0.0,2.0,22.0,2.0,0.0,0.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,31.0,11.0,4.0,4.0,4.0,6.0,0.0,0.0,0.0,0.0,31.0,1.33617,1.47947,1.7208400000000001,0.883281
2013-23,1.33617,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,5.0,3.0,2.0,0.0,0.0,0.0,3.0,20.0,42.0,0.0,15.0,5.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,0.0,37.0,0.0,0.0,0.0,9.0,0.0,17.0,9.0,0.0,0.0,0.0,14.0,0.0,0.0,46.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,51.0,0.0,4.0,20.0,2.0,2.0,0.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,26.0,4.0,4.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,48.0,1.47947,1.7500799999999999,0.11061900000000001,1.36849
2013-24,1.47947,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,5.0,3.0,2.0,0.0,0.0,0.0,3.0,20.0,42.0,0.0,15.0,5.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,0.0,37.0,0.0,0.0,0.0,9.0,0.0,17.0,9.0,0.0,0.0,0.0,14.0,0.0,0.0,46.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,51.0,0.0,4.0,20.0,2.0,2.0,0.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,26.0,4.0,4.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,48.0,1.7500799999999999,1.7208400000000001,1.21655,2.13599
2013-25,1.7500799999999999,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,5.0,3.0,2.0,0.0,0.0,0.0,3.0,20.0,42.0,0.0,15.0,5.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,0.0,37.0,0.0,0.0,0.0,9.0,0.0,17.0,9.0,0.0,0.0,0.0,14.0,0.0,0.0,46.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,51.0,0.0,4.0,20.0,2.0,2.0,0.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,26.0,4.0,4.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,48.0,1.7208400000000001,0.11061900000000001,1.24601,1.21781
2013-26,1.7208400000000001,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,5.0,3.0,2.0,0.0,0.0,0.0,3.0,20.0,42.0,0.0,15.0,5.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,0.0,37.0,0.0,0.0,0.0,9.0,0.0,17.0,9.0,0.0,0.0,0.0,14.0,0.0,0.0,46.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,51.0,0.0,4.0,20.0,2.0,2.0,0.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,26.0,4.0,4.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,48.0,0.11061900000000001,1.21655,0.883281,1.14529
2013-27,0.11061900000000001,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,5.0,3.0,2.0,0.0,0.0,0.0,3.0,20.0,42.0,0.0,15.0,5.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,0.0,37.0,0.0,0.0,0.0,9.0,0.0,17.0,9.0,0.0,0.0,0.0,14.0,0.0,0.0,46.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,51.0,0.0,4.0,20.0,2.0,2.0,0.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,26.0,4.0,4.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,48.0,1.21655,1.24601,1.36849,1.34721
2013-28,1.21655,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,21.0,0.0,0.0,0.0,0.0,3.0,33.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,3.0,3.0,3.0,0.0,5.0,0.0,4.0,19.0,40.0,0.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,9.0,0.0,5.0,0.0,0.0,9.0,0.0,0.0,7.0,14.0,28.0,0.0,0.0,45.0,0.0,0.0,3.0,6.0,1.0,0.0,0.0,0.0,50.0,0.0,3.0,19.0,0.0,0.0,0.0,4.0,5.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,24.0,11.0,6.0,4.0,0.0,10.0,0.0,0.0,0.0,0.0,42.0,1.24601,0.883281,2.13599,0.9018860000000001
2013-29,1.24601,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,21.0,0.0,0.0,0.0,0.0,3.0,33.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,3.0,3.0,3.0,0.0,5.0,0.0,4.0,19.0,40.0,0.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,9.0,0.0,5.0,0.0,0.0,9.0,0.0,0.0,7.0,14.0,28.0,0.0,0.0,45.0,0.0,0.0,3.0,6.0,1.0,0.0,0.0,0.0,50.0,0.0,3.0,19.0,0.0,0.0,0.0,4.0,5.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,24.0,11.0,6.0,4.0,0.0,10.0,0.0,0.0,0.0,0.0,42.0,0.883281,1.36849,1.21781,0.896861
2013-30,0.883281,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,21.0,0.0,0.0,0.0,0.0,3.0,33.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,3.0,3.0,3.0,0.0,5.0,0.0,4.0,19.0,40.0,0.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,9.0,0.0,5.0,0.0,0.0,9.0,0.0,0.0,7.0,14.0,28.0,0.0,0.0,45.0,0.0,0.0,3.0,6.0,1.0,0.0,0.0,0.0,50.0,0.0,3.0,19.0,0.0,0.0,0.0,4.0,5.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,24.0,11.0,6.0,4.0,0.0,10.0,0.0,0.0,0.0,0.0,42.0,1.36849,2.13599,1.14529,1.12296
2013-31,1.36849,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,21.0,0.0,0.0,0.0,0.0,3.0,33.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,3.0,3.0,3.0,0.0,5.0,0.0,4.0,19.0,40.0,0.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,9.0,0.0,5.0,0.0,0.0,9.0,0.0,0.0,7.0,14.0,28.0,0.0,0.0,45.0,0.0,0.0,3.0,6.0,1.0,0.0,0.0,0.0,50.0,0.0,3.0,19.0,0.0,0.0,0.0,4.0,5.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,24.0,11.0,6.0,4.0,0.0,10.0,0.0,0.0,0.0,0.0,42.0,2.13599,1.21781,1.34721,0.911906
2013-32,2.13599,12.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,11.0,40.0,2.0,1.0,0.0,0.0,5.0,7.0,0.0,0.0,4.0,2.0,0.0,5.0,0.0,7.0,0.0,5.0,19.0,34.0,5.0,10.0,0.0,28.0,0.0,0.0,0.0,0.0,9.0,18.0,0.0,29.0,0.0,5.0,9.0,0.0,17.0,8.0,0.0,0.0,0.0,13.0,20.0,0.0,0.0,48.0,0.0,3.0,2.0,31.0,2.0,0.0,0.0,0.0,45.0,0.0,6.0,14.0,3.0,0.0,0.0,5.0,13.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,27.0,7.0,7.0,7.0,6.0,10.0,37.0,0.0,5.0,0.0,57.0,1.21781,1.14529,0.9018860000000001,1.51614
2013-33,1.21781,12.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,11.0,40.0,2.0,1.0,0.0,0.0,5.0,7.0,0.0,0.0,4.0,2.0,0.0,5.0,0.0,7.0,0.0,5.0,19.0,34.0,5.0,10.0,0.0,28.0,0.0,0.0,0.0,0.0,9.0,18.0,0.0,29.0,0.0,5.0,9.0,0.0,17.0,8.0,0.0,0.0,0.0,13.0,20.0,0.0,0.0,48.0,0.0,3.0,2.0,31.0,2.0,0.0,0.0,0.0,45.0,0.0,6.0,14.0,3.0,0.0,0.0,5.0,13.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,27.0,7.0,7.0,7.0,6.0,10.0,37.0,0.0,5.0,0.0,57.0,1.14529,1.34721,0.896861,1.49528
2013-34,1.14529,12.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,11.0,40.0,2.0,1.0,0.0,0.0,5.0,7.0,0.0,0.0,4.0,2.0,0.0,5.0,0.0,7.0,0.0,5.0,19.0,34.0,5.0,10.0,0.0,28.0,0.0,0.0,0.0,0.0,9.0,18.0,0.0,29.0,0.0,5.0,9.0,0.0,17.0,8.0,0.0,0.0,0.0,13.0,20.0,0.0,0.0,48.0,0.0,3.0,2.0,31.0,2.0,0.0,0.0,0.0,45.0,0.0,6.0,14.0,3.0,0.0,0.0,5.0,13.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,27.0,7.0,7.0,7.0,6.0,10.0,37.0,0.0,5.0,0.0,57.0,1.34721,0.9018860000000001,1.12296,1.75227
2013-35,1.34721,12.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,11.0,40.0,2.0,1.0,0.0,0.0,5.0,7.0,0.0,0.0,4.0,2.0,0.0,5.0,0.0,7.0,0.0,5.0,19.0,34.0,5.0,10.0,0.0,28.0,0.0,0.0,0.0,0.0,9.0,18.0,0.0,29.0,0.0,5.0,9.0,0.0,17.0,8.0,0.0,0.0,0.0,13.0,20.0,0.0,0.0,48.0,0.0,3.0,2.0,31.0,2.0,0.0,0.0,0.0,45.0,0.0,6.0,14.0,3.0,0.0,0.0,5.0,13.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,27.0,7.0,7.0,7.0,6.0,10.0,37.0,0.0,5.0,0.0,57.0,0.9018860000000001,0.896861,0.911906,1.7351599999999998
2013-36,0.9018860000000001,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,9.0,9.0,0.0,9.0,0.0,13.0,47.0,4.0,1.0,0.0,0.0,10.0,5.0,1.0,0.0,6.0,8.0,1.0,6.0,0.0,7.0,0.0,0.0,12.0,44.0,5.0,9.0,5.0,54.0,0.0,0.0,0.0,9.0,35.0,18.0,0.0,32.0,4.0,0.0,13.0,0.0,12.0,12.0,0.0,0.0,0.0,6.0,38.0,0.0,0.0,52.0,0.0,2.0,2.0,41.0,2.0,0.0,0.0,0.0,49.0,0.0,14.0,16.0,2.0,3.0,2.0,9.0,12.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,45.0,5.0,12.0,4.0,4.0,14.0,91.0,0.0,5.0,0.0,59.0,0.896861,1.12296,1.51614,1.66137
2013-37,0.896861,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,9.0,9.0,0.0,9.0,0.0,13.0,47.0,4.0,1.0,0.0,0.0,10.0,5.0,1.0,0.0,6.0,8.0,1.0,6.0,0.0,7.0,0.0,0.0,12.0,44.0,5.0,9.0,5.0,54.0,0.0,0.0,0.0,9.0,35.0,18.0,0.0,32.0,4.0,0.0,13.0,0.0,12.0,12.0,0.0,0.0,0.0,6.0,38.0,0.0,0.0,52.0,0.0,2.0,2.0,41.0,2.0,0.0,0.0,0.0,49.0,0.0,14.0,16.0,2.0,3.0,2.0,9.0,12.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,45.0,5.0,12.0,4.0,4.0,14.0,91.0,0.0,5.0,0.0,59.0,1.12296,0.911906,1.49528,1.60633
