date,connecticut_flu,flu,flu recovery,having the flu,flu duration,remedies for the flu,influenza a and b,cure the flu,remedies for flu,flu season,dangerous fever,break a fever,flu versus cold,how long is the flu contagious,treating flu,pneumonia,flu how long,fever cough,flu lasts,braun thermoscan,the flu,flu symptoms,cold vs. flu,how long flu,how long is the flu,symptoms of flu,cold and flu,flu contagious period,treating the flu,flu children,reduce a fever,how long contagious,i have the flu,low body,flu treatment,is the flu contagious,do i have the flu,flu shot,cold versus flu,incubation period for the flu,flu vs cold,flu and fever,flu connecticut,flu headache,flu vs. cold,ct flu,high fever,cvs flu shot,medicine for flu,flu treatments,influenza type a,fight the flu,influenza symptoms,the flu virus,reduce fever,cdc,type a influenza,influenza incubation period,normal body temperature,how to treat the flu,flu virus,how long does the flu last,stomach flu,how long does flu last,swine flu,flu vaccine,over the counter flu,contagious flu,what to do if you have the flu,flu report,flu test,over the counter flu medicine,the flu symptoms,normal body,get rid of the flu,is flu contagious,flu germs,ear thermometer,early flu symptoms,how long is flu contagious,symptoms of the flu,treatment for flu,taking temperature,exposed to flu,flu in ct,flu contagious,bronchitis,get over the flu,symptoms of bronchitis,what is the flu,cold or flu,flu clinic,flu medicine,flu remedies,signs of the flu,treat flu,how to get rid of the flu,body temperature,target_1,target_2,target_4,target_8
2014-08,2.9813,12.0,0.0,35.0,35.0,0.0,5.0,5.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,59.0,7.0,0.0,0.0,0.0,10.0,8.0,0.0,14.0,4.0,8.0,23.0,12.0,0.0,12.0,15.0,50.0,0.0,25.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,15.0,3.0,3.0,0.0,10.0,23.0,0.0,8.0,0.0,16.0,0.0,0.0,0.0,2.0,33.0,1.0,0.0,6.0,0.0,13.0,19.0,35.0,7.0,10.0,3.0,0.0,19.0,0.0,0.0,7.0,0.0,11.0,11.0,0.0,22.0,15.0,0.0,0.0,19.0,24.0,10.0,4.0,4.0,13.0,10.0,75.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,37.0,2.43843,2.50557,2.8450599999999997,2.71526
2014-09,2.43843,12.0,0.0,35.0,35.0,0.0,5.0,5.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,59.0,7.0,0.0,0.0,0.0,10.0,8.0,0.0,14.0,4.0,8.0,23.0,12.0,0.0,12.0,15.0,50.0,0.0,25.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,15.0,3.0,3.0,0.0,10.0,23.0,0.0,8.0,0.0,16.0,0.0,0.0,0.0,2.0,33.0,1.0,0.0,6.0,0.0,13.0,19.0,35.0,7.0,10.0,3.0,0.0,19.0,0.0,0.0,7.0,0.0,11.0,11.0,0.0,22.0,15.0,0.0,0.0,19.0,24.0,10.0,4.0,4.0,13.0,10.0,75.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,37.0,2.50557,1.8018,2.772,2.4759900000000004
2014-10,2.50557,12.0,0.0,35.0,35.0,0.0,5.0,5.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,59.0,7.0,0.0,0.0,0.0,10.0,8.0,0.0,14.0,4.0,8.0,23.0,12.0,0.0,12.0,15.0,50.0,0.0,25.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,15.0,3.0,3.0,0.0,10.0,23.0,0.0,8.0,0.0,16.0,0.0,0.0,0.0,2.0,33.0,1.0,0.0,6.0,0.0,13.0,19.0,35.0,7.0,10.0,3.0,0.0,19.0,0.0,0.0,7.0,0.0,11.0,11.0,0.0,22.0,15.0,0.0,0.0,19.0,24.0,10.0,4.0,4.0,13.0,10.0,75.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,37.0,1.8018,2.8450599999999997,2.76172,2.3224400000000003
2014-11,1.8018,12.0,0.0,35.0,35.0,0.0,5.0,5.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,59.0,7.0,0.0,0.0,0.0,10.0,8.0,0.0,14.0,4.0,8.0,23.0,12.0,0.0,12.0,15.0,50.0,0.0,25.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,15.0,3.0,3.0,0.0,10.0,23.0,0.0,8.0,0.0,16.0,0.0,0.0,0.0,2.0,33.0,1.0,0.0,6.0,0.0,13.0,19.0,35.0,7.0,10.0,3.0,0.0,19.0,0.0,0.0,7.0,0.0,11.0,11.0,0.0,22.0,15.0,0.0,0.0,19.0,24.0,10.0,4.0,4.0,13.0,10.0,75.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,37.0,2.8450599999999997,2.772,2.77388,2.3548400000000003
2014-12,2.8450599999999997,12.0,0.0,35.0,35.0,0.0,5.0,5.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,59.0,7.0,0.0,0.0,0.0,10.0,8.0,0.0,14.0,4.0,8.0,23.0,12.0,0.0,12.0,15.0,50.0,0.0,25.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,15.0,3.0,3.0,0.0,10.0,23.0,0.0,8.0,0.0,16.0,0.0,0.0,0.0,2.0,33.0,1.0,0.0,6.0,0.0,13.0,19.0,35.0,7.0,10.0,3.0,0.0,19.0,0.0,0.0,7.0,0.0,11.0,11.0,0.0,22.0,15.0,0.0,0.0,19.0,24.0,10.0,4.0,4.0,13.0,10.0,75.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,37.0,2.772,2.76172,2.71526,1.54044
2014-13,2.772,12.0,0.0,35.0,35.0,0.0,5.0,5.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,59.0,7.0,0.0,0.0,0.0,10.0,8.0,0.0,14.0,4.0,8.0,23.0,12.0,0.0,12.0,15.0,50.0,0.0,25.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,15.0,3.0,3.0,0.0,10.0,23.0,0.0,8.0,0.0,16.0,0.0,0.0,0.0,2.0,33.0,1.0,0.0,6.0,0.0,13.0,19.0,35.0,7.0,10.0,3.0,0.0,19.0,0.0,0.0,7.0,0.0,11.0,11.0,0.0,22.0,15.0,0.0,0.0,19.0,24.0,10.0,4.0,4.0,13.0,10.0,75.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,37.0,2.76172,2.77388,2.4759900000000004,0.0001
2014-14,2.76172,12.0,0.0,35.0,35.0,0.0,5.0,5.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,59.0,7.0,0.0,0.0,0.0,10.0,8.0,0.0,14.0,4.0,8.0,23.0,12.0,0.0,12.0,15.0,50.0,0.0,25.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,15.0,3.0,3.0,0.0,10.0,23.0,0.0,8.0,0.0,16.0,0.0,0.0,0.0,2.0,33.0,1.0,0.0,6.0,0.0,13.0,19.0,35.0,7.0,10.0,3.0,0.0,19.0,0.0,0.0,7.0,0.0,11.0,11.0,0.0,22.0,15.0,0.0,0.0,19.0,24.0,10.0,4.0,4.0,13.0,10.0,75.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,37.0,2.77388,2.71526,2.3224400000000003,0.0001
2014-15,2.77388,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,1.0,27.0,2.0,1.0,0.0,0.0,4.0,4.0,0.0,3.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,29.0,6.0,20.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,25.0,0.0,12.0,0.0,0.0,0.0,12.0,12.0,0.0,26.0,0.0,0.0,5.0,0.0,10.0,10.0,17.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0,21.0,0.0,0.0,0.0,0.0,0.0,8.0,31.0,0.0,3.0,0.0,0.0,3.0,43.0,0.0,2.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,38.0,2.71526,2.4759900000000004,2.3548400000000003,0.0001
2014-16,2.71526,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,1.0,27.0,2.0,1.0,0.0,0.0,4.0,4.0,0.0,3.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,29.0,6.0,20.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,25.0,0.0,12.0,0.0,0.0,0.0,12.0,12.0,0.0,26.0,0.0,0.0,5.0,0.0,10.0,10.0,17.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0,21.0,0.0,0.0,0.0,0.0,0.0,8.0,31.0,0.0,3.0,0.0,0.0,3.0,43.0,0.0,2.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,38.0,2.4759900000000004,2.3224400000000003,1.54044,0.0001
2014-17,2.4759900000000004,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,1.0,27.0,2.0,1.0,0.0,0.0,4.0,4.0,0.0,3.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,29.0,6.0,20.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,25.0,0.0,12.0,0.0,0.0,0.0,12.0,12.0,0.0,26.0,0.0,0.0,5.0,0.0,10.0,10.0,17.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0,21.0,0.0,0.0,0.0,0.0,0.0,8.0,31.0,0.0,3.0,0.0,0.0,3.0,43.0,0.0,2.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,38.0,2.3224400000000003,2.3548400000000003,0.0001,0.0001
2014-18,2.3224400000000003,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,1.0,27.0,2.0,1.0,0.0,0.0,4.0,4.0,0.0,3.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,29.0,6.0,20.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,25.0,0.0,12.0,0.0,0.0,0.0,12.0,12.0,0.0,26.0,0.0,0.0,5.0,0.0,10.0,10.0,17.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0,21.0,0.0,0.0,0.0,0.0,0.0,8.0,31.0,0.0,3.0,0.0,0.0,3.0,43.0,0.0,2.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,38.0,2.3548400000000003,1.54044,0.0001,0.0001
2014-19,2.3548400000000003,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,21.0,21.0,0.0,0.0,0.0,31.0,3.0,2.0,0.0,0.0,1.0,2.0,0.0,6.0,0.0,6.0,12.0,0.0,0.0,0.0,7.0,22.0,0.0,38.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,12.0,8.0,8.0,0.0,0.0,0.0,16.0,16.0,2.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,9.0,4.0,4.0,0.0,35.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1.54044,0.0001,0.0001,0.653595
2014-20,1.54044,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,21.0,21.0,0.0,0.0,0.0,31.0,3.0,2.0,0.0,0.0,1.0,2.0,0.0,6.0,0.0,6.0,12.0,0.0,0.0,0.0,7.0,22.0,0.0,38.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,12.0,8.0,8.0,0.0,0.0,0.0,16.0,16.0,2.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,9.0,4.0,4.0,0.0,35.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0001,0.0001,0.0001,0.0001
2014-21,0.0001,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,21.0,21.0,0.0,0.0,0.0,31.0,3.0,2.0,0.0,0.0,1.0,2.0,0.0,6.0,0.0,6.0,12.0,0.0,0.0,0.0,7.0,22.0,0.0,38.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,12.0,8.0,8.0,0.0,0.0,0.0,16.0,16.0,2.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,9.0,4.0,4.0,0.0,35.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0001,0.0001,0.0001,0.0001
2014-22,0.0001,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,21.0,21.0,0.0,0.0,0.0,31.0,3.0,2.0,0.0,0.0,1.0,2.0,0.0,6.0,0.0,6.0,12.0,0.0,0.0,0.0,7.0,22.0,0.0,38.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,12.0,8.0,8.0,0.0,0.0,0.0,16.0,16.0,2.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,9.0,4.0,4.0,0.0,35.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0001,0.0001,0.0001,0.0001
2014-23,0.0001,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,26.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,28.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,4.0,0.0,9.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,5.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0001,0.0001,0.653595,0.680272
2014-24,0.0001,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,26.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,28.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,4.0,0.0,9.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,5.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0001,0.0001,0.0001,0.0001
2014-25,0.0001,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,26.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,28.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,4.0,0.0,9.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,5.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0001,0.653595,0.0001,0.0001
2014-26,0.0001,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,26.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,28.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,4.0,0.0,9.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,5.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.653595,0.0001,0.0001,0.0001
2014-27,0.653595,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,26.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,28.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,4.0,0.0,9.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,5.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0001,0.0001,0.680272,0.0924214
2014-28,0.0001,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,4.0,16.0,0.0,0.0,16.0,10.0,35.0,0.0,15.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,57.0,0.0,0.0,9.0,0.0,9.0,0.0,5.0,0.0,0.0,14.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,40.0,13.0,0.0,27.0,0.0,0.0,0.0,6.0,6.0,35.0,0.0,0.0,4.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0001,0.0001,0.0001,0.0698812
2014-29,0.0001,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,4.0,16.0,0.0,0.0,16.0,10.0,35.0,0.0,15.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,57.0,0.0,0.0,9.0,0.0,9.0,0.0,5.0,0.0,0.0,14.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,40.0,13.0,0.0,27.0,0.0,0.0,0.0,6.0,6.0,35.0,0.0,0.0,4.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0001,0.680272,0.0001,0.113766
2014-30,0.0001,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,4.0,16.0,0.0,0.0,16.0,10.0,35.0,0.0,15.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,57.0,0.0,0.0,9.0,0.0,9.0,0.0,5.0,0.0,0.0,14.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,40.0,13.0,0.0,27.0,0.0,0.0,0.0,6.0,6.0,35.0,0.0,0.0,4.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,18.0,0.680272,0.0001,0.0001,0.166389
2014-31,0.680272,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,4.0,16.0,0.0,0.0,16.0,10.0,35.0,0.0,15.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,57.0,0.0,0.0,9.0,0.0,9.0,0.0,5.0,0.0,0.0,14.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,40.0,13.0,0.0,27.0,0.0,0.0,0.0,6.0,6.0,35.0,0.0,0.0,4.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0001,0.0001,0.0924214,0.362976
2014-32,0.0001,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,27.0,0.0,0.0,0.0,30.0,4.0,3.0,0.0,0.0,6.0,3.0,0.0,7.0,0.0,15.0,38.0,0.0,0.0,15.0,0.0,14.0,0.0,42.0,4.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,15.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,6.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,13.0,8.0,0.0,8.0,0.0,27.0,0.0,0.0,4.0,0.0,0.0,11.0,0.0,0.0,18.0,0.0,92.0,0.0001,0.0001,0.0698812,1.48994
2014-33,0.0001,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,27.0,0.0,0.0,0.0,30.0,4.0,3.0,0.0,0.0,6.0,3.0,0.0,7.0,0.0,15.0,38.0,0.0,0.0,15.0,0.0,14.0,0.0,42.0,4.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,15.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,6.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,13.0,8.0,0.0,8.0,0.0,27.0,0.0,0.0,4.0,0.0,0.0,11.0,0.0,0.0,18.0,0.0,92.0,0.0001,0.0924214,0.113766,1.59107
2014-34,0.0001,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,27.0,0.0,0.0,0.0,30.0,4.0,3.0,0.0,0.0,6.0,3.0,0.0,7.0,0.0,15.0,38.0,0.0,0.0,15.0,0.0,14.0,0.0,42.0,4.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,15.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,6.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,13.0,8.0,0.0,8.0,0.0,27.0,0.0,0.0,4.0,0.0,0.0,11.0,0.0,0.0,18.0,0.0,92.0,0.0924214,0.0698812,0.166389,1.55388
2014-35,0.0924214,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,27.0,0.0,0.0,0.0,30.0,4.0,3.0,0.0,0.0,6.0,3.0,0.0,7.0,0.0,15.0,38.0,0.0,0.0,15.0,0.0,14.0,0.0,42.0,4.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,15.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,6.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,13.0,8.0,0.0,8.0,0.0,27.0,0.0,0.0,4.0,0.0,0.0,11.0,0.0,0.0,18.0,0.0,92.0,0.0698812,0.113766,0.362976,1.45909
2014-36,0.0698812,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,27.0,0.0,0.0,0.0,30.0,4.0,3.0,0.0,0.0,6.0,3.0,0.0,7.0,0.0,15.0,38.0,0.0,0.0,15.0,0.0,14.0,0.0,42.0,4.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,15.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,6.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,13.0,8.0,0.0,8.0,0.0,27.0,0.0,0.0,4.0,0.0,0.0,11.0,0.0,0.0,18.0,0.0,92.0,0.113766,0.166389,1.48994,2.06852
2014-37,0.113766,31.0,44.0,0.0,0.0,0.0,0.0,6.0,0.0,13.0,0.0,26.0,0.0,0.0,0.0,56.0,4.0,4.0,0.0,0.0,11.0,7.0,0.0,9.0,3.0,12.0,44.0,0.0,0.0,22.0,0.0,14.0,9.0,23.0,1.0,0.0,0.0,63.0,0.0,0.0,19.0,19.0,4.0,2.0,0.0,23.0,24.0,44.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,16.0,0.0,4.0,0.0,4.0,52.0,0.0,0.0,0.0,0.0,6.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,5.0,0.0,16.0,0.0,70.0,0.0,7.0,5.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,55.0,0.166389,0.362976,1.59107,2.27323
2014-38,0.166389,31.0,44.0,0.0,0.0,0.0,0.0,6.0,0.0,13.0,0.0,26.0,0.0,0.0,0.0,56.0,4.0,4.0,0.0,0.0,11.0,7.0,0.0,9.0,3.0,12.0,44.0,0.0,0.0,22.0,0.0,14.0,9.0,23.0,1.0,0.0,0.0,63.0,0.0,0.0,19.0,19.0,4.0,2.0,0.0,23.0,24.0,44.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,16.0,0.0,4.0,0.0,4.0,52.0,0.0,0.0,0.0,0.0,6.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,5.0,0.0,16.0,0.0,70.0,0.0,7.0,5.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,55.0,0.362976,1.48994,1.55388,2.1150599999999997
